user_id,item_id,rating
2832,164,5
11434,6092,5
11434,5429,5
11434,8382,5
11434,749,5
3521,2025,5
3521,17842,5
3521,438,5
3521,749,5
3521,2075,5
3521,8490,5
3521,5669,5
2572,5117,4
2572,8577,5
2572,3172,5
1882,16639,5
1882,79,3
1882,21194,4
1882,19816,5
1882,749,5
1882,732,5
1882,5188,5
1882,10684,5
1882,7068,3
1882,3943,5
1882,2000,4
1882,10905,5
1882,19420,5
1882,5743,5
1882,11631,3
1882,20798,5
1882,6890,3
1882,2069,3
7286,9946,5
7286,897,5
7286,195,5
7286,1832,5
7286,10021,5
7286,14501,5
7286,10833,5
7286,10219,5
7286,16417,5
7286,4868,5
7286,19562,5
7286,1748,5
7286,220,4
7286,5685,5
7286,20435,5
7286,19686,1
9511,2770,5
9511,27218,5
9511,2189,5
9511,7511,5
6079,26513,3
6079,2595,4
6079,1930,5
6079,8650,5
6079,239,4
6079,2488,5
6079,15923,3
6079,19438,5
6079,3745,5
6079,1353,5
6079,18732,3
6079,13473,5
6079,749,4
6079,18741,5
6079,5219,5
6079,6925,2
6079,20390,5
6079,3162,3
9790,12221,5
9790,749,5
9790,5104,5
9790,13611,5
9790,24012,5
4860,1407,5
4860,2343,5
4860,2066,4
4860,2055,5
4860,13579,5
4860,13341,5
4860,10204,5
4860,4153,5
4860,9833,5
4860,15586,5
4860,20007,1
3791,11760,2
3791,1473,4
3791,11342,3
3791,12042,1
3791,3092,3
3791,2711,4
3791,8322,4
3791,1633,5
3791,2389,5
3791,25904,4
3791,24774,4
3791,23030,4
3791,4985,5
3791,9311,4
3791,28478,3
3791,1801,5
3791,2297,5
4773,2315,4
4773,12697,5
4773,8973,5
4773,3658,3
4773,22119,4
4773,10618,2
4773,12911,4
4773,5832,4
8464,18734,3
8464,4508,5
1782,4112,5
1782,12430,5
1782,4034,4
1782,22558,5
992,3482,5
992,4806,5
992,4309,5
992,7147,5
992,1157,5
992,27017,5
2831,9531,5
2831,1913,5
2831,452,5
2831,1676,5
2831,7525,5
2831,3478,4
6992,2405,5
6992,579,5
6992,21490,5
6992,674,1
9989,1932,5
9989,3890,5
9989,171,5
35,1949,4
35,3795,4
35,5749,4
35,22,4
35,1762,5
35,20847,4
35,7098,5
35,3027,4
35,189,4
35,12117,4
35,782,4
35,1747,4
35,1503,5
4740,5501,4
4740,902,5
4740,1157,2
4740,2865,2
4740,8489,5
8277,3867,5
8277,728,2
8277,12483,4
8277,16913,1
8277,15679,5
8277,1908,4
8277,3081,4
8277,14470,1
8277,638,3
4870,1292,5
4870,204,5
4870,15126,5
4870,563,4
4478,12459,4
4478,9955,4
4478,529,4
4478,2211,2
4478,6872,4
4478,1111,4
4478,8603,4
5153,13856,5
5153,1157,2
5153,5886,5
5153,2016,5
5153,12206,1
5153,11890,5
8389,11141,5
8389,1256,4
8389,14147,4
8389,6843,5
8389,402,5
4733,1303,5
4733,9640,5
4733,8239,5
4733,2402,5
4733,6513,4
4733,22573,4
4733,3625,5
6578,12391,3
6578,8725,5
6578,12251,5
6578,3829,5
6578,16360,5
6578,2163,5
6578,7229,4
6578,25110,1
6578,5818,3
6578,6411,4
1400,16536,3
1400,13726,4
1400,5460,3
1400,2010,4
2794,14320,4
2794,776,5
2794,5650,5
5116,3071,5
5116,1550,5
5116,2315,5
5116,1644,4
5116,11571,3
6383,1157,5
6383,6868,3
6383,5328,5
4000,6342,5
4000,12393,5
4000,12392,5
4000,11179,5
4000,22767,5
4000,12854,5
4000,5279,4
4000,6528,2
4000,13379,1
9512,11695,5
9512,3373,5
9512,1019,5
6,7462,5
6,8146,5
6,2711,5
6311,9356,5
6311,4243,5
6311,17958,5
6311,27657,5
6311,8098,5
6311,12181,5
6311,926,5
6311,4241,5
6311,8916,5
6311,2555,5
6311,3287,5
6311,25932,5
6311,24518,5
6311,15815,5
6311,12259,5
6311,165,5
6311,7603,5
6311,15643,5
6311,618,4
6311,4464,5
6311,3015,5
6311,1086,5
6311,597,5
6311,15189,5
6311,610,5
6311,12436,5
6311,1164,5
6311,2947,5
6311,2534,5
6311,13032,5
6311,2001,5
4275,597,5
4275,25748,4
4275,2308,4
4275,22,5
4275,8932,3
4275,230,5
2682,11024,3
2682,2860,4
2682,4914,5
2682,8301,2
2682,28346,4
2672,25098,5
2672,743,4
2672,2509,5
2672,15762,5
4452,1045,1
4452,9647,5
4452,13846,5
4550,23315,5
4550,12577,5
4550,1280,5
4550,9947,5
4550,5969,5
4550,5829,5
4550,13697,5
4550,3071,5
11053,746,5
11053,27304,4
11053,2014,4
11053,2126,4
11053,7217,5
11053,3089,3
11053,852,5
11053,3002,4
11053,4187,5
11053,179,5
11053,28121,4
11053,2979,5
11053,21451,5
11053,26166,5
11053,21,5
11053,12672,4
11053,15494,5
11053,1603,5
11053,24765,3
11053,2932,4
11053,2437,5
11053,21552,4
11053,16205,3
11053,7017,5
11053,5397,4
11053,15609,4
11053,26193,5
11053,8145,5
11053,3403,4
11053,10436,4
11053,6376,4
11053,18297,5
11053,1242,5
11053,28078,5
11053,17019,5
11053,2645,4
11053,3112,4
11053,10955,3
11053,12085,4
11053,12380,4
11053,8798,5
11053,4693,5
11053,8775,5
11053,178,4
11053,11124,5
11053,1337,4
11053,760,5
11053,7242,5
11053,6675,5
11053,2884,5
11053,19463,5
11053,17512,5
11053,4248,2
11053,14003,5
11053,5354,4
11053,7900,4
11053,188,3
11053,16078,2
11053,13860,5
9420,24135,5
9420,2215,5
9420,11004,4
9420,1128,4
9420,447,5
9420,1884,4
9420,2055,4
9420,28562,5
9420,2159,5
9420,10357,4
9420,12348,5
9420,2947,5
9420,10987,4
9420,3505,4
9420,6954,4
9420,1505,3
9420,22184,5
9420,7492,4
9420,598,5
1632,577,5
1632,1269,2
1632,14782,4
1632,25054,3
3945,8421,5
3945,3829,2
3945,447,5
3945,23,5
10973,19751,5
10973,7004,5
10973,9953,5
10973,1069,5
10578,20735,5
10578,2549,5
10578,23802,5
10578,12882,5
10578,11973,5
10578,13322,3
10578,3455,5
10578,4130,5
10578,570,5
10578,1558,5
10578,23128,5
10578,10208,3
10578,7633,5
10578,9016,5
10578,2066,5
10578,19746,5
10578,22790,5
10578,2779,5
10578,345,5
10578,3022,5
10578,1516,5
10578,6269,5
7870,16343,3
7870,9353,5
7870,9377,5
416,20264,5
9960,8238,5
9960,19555,5
9960,14011,5
9960,1957,5
527,2667,5
527,286,4
527,14730,4
527,9813,4
7500,7207,3
7500,24089,4
7500,189,4
7500,23679,5
7500,19840,2
7500,1624,4
8197,3088,5
8197,11426,5
8197,20309,5
10460,4869,2
10460,1655,1
10460,1758,3
10460,3578,3
10460,1122,5
10460,13261,5
10460,17917,3
10460,21991,5
10460,2386,5
10460,1770,5
4873,6889,5
4873,22445,5
4873,7091,5
4873,6154,5
4873,9226,5
4873,6628,5
4873,10469,5
4873,12395,5
8324,16011,5
8324,5025,5
8324,15182,5
8324,10723,5
8324,14856,5
7035,5,5
7035,1559,4
7035,237,4
7035,2065,5
7035,27956,4
7035,26345,5
7035,12290,5
7035,7239,5
7035,12046,5
7035,26761,5
7035,4611,4
7035,8239,4
7035,21377,5
7035,11680,5
7035,13516,4
7035,3314,5
7035,852,5
7035,4326,5
7035,10617,5
7035,12900,5
7035,2654,5
7035,9541,5
7035,12789,3
7035,4956,5
7035,815,5
7035,15163,4
7035,2286,5
7035,8450,5
7035,1010,5
7035,3544,5
7035,13857,5
7035,16888,5
7035,7990,5
7035,6838,5
7035,1700,5
7035,6889,5
7035,12689,4
7035,2075,4
7035,1708,5
7035,6734,5
7035,23517,5
7035,21711,5
7035,5651,3
7035,8984,3
7035,2987,5
7035,8335,5
7035,6024,5
7035,9510,5
7035,1670,4
7035,3518,5
962,25821,5
962,18445,5
962,1274,5
962,7826,4
2850,1111,5
2850,1709,5
9644,1646,4
9644,7532,2
9644,13869,4
9644,22630,2
9644,18641,5
9644,13927,5
9644,4752,5
9644,5733,4
9644,13384,5
9644,5096,5
9644,217,5
2748,22391,4
2748,1482,5
2748,5835,5
2748,2059,3
2748,14638,5
2748,1513,3
2748,5673,5
2748,6525,5
2748,6137,5
2748,2328,5
2748,17667,5
2748,14399,4
2748,4213,5
2748,21470,5
9170,1511,3
9170,4768,5
9170,5328,5
9170,13302,3
9170,10687,5
9170,14081,5
9170,28379,5
9170,13123,5
9170,3665,5
9170,5029,5
9170,1966,4
9170,18265,1
9170,19698,2
9170,3427,3
9170,8078,4
9170,9779,5
9170,7871,5
9170,3657,4
9170,6307,5
9170,2058,5
9170,12916,4
9170,16092,5
9170,4629,5
9170,3608,4
9170,6815,3
3868,358,3
3868,15548,5
3868,4626,5
6074,2621,5
6074,20521,5
6074,12617,2
6074,189,5
6074,9244,5
6074,17923,5
1710,2622,5
1710,11331,5
1710,10091,3
1710,452,5
1710,961,5
1710,3443,4
1710,614,5
1710,2577,3
1710,12106,5
1710,2760,5
1710,842,5
1710,12311,4
1710,1676,3
1710,4075,5
1710,1881,5
1710,12401,5
2909,2426,4
2909,12401,5
2909,10852,5
2909,2623,5
9878,7360,5
9878,6753,5
9878,4541,5
9878,2000,5
9878,3543,3
9878,136,5
9878,3488,5
9878,739,5
9878,18825,5
9878,21318,5
10633,2797,3
10633,677,5
10633,2131,5
10633,10581,5
4007,14158,5
4007,5293,5
4007,816,5
6087,12003,5
6087,926,5
5909,21,4
5909,18553,5
5909,4794,5
5909,25757,5
1438,2450,4
1438,3116,3
1438,16422,5
3548,9268,3
3548,334,4
3548,1983,2
3548,6574,5
5008,7005,3
5008,6044,5
5008,28220,2
5008,20861,5
9885,26111,5
9885,3584,5
9885,3608,2
9885,2030,4
9885,166,5
2908,1052,4
2908,18814,5
2908,17801,4
2908,23510,5
2908,5328,4
2908,1205,4
1945,1762,5
1945,2575,3
1945,2053,1
1945,11695,5
1945,1844,4
1945,1648,5
1353,11660,5
1353,15317,5
1353,5395,5
1353,2053,5
1353,952,1
9756,3517,4
9756,5181,5
9756,5703,4
8733,3394,5
8733,21533,5
8733,9785,5
8733,6012,5
8733,5167,5
8733,2053,5
8733,8085,5
6152,1554,5
6152,1913,5
6152,9151,5
6152,22955,4
2227,19570,5
2227,25288,5
2227,4088,5
2227,26138,5
2227,960,5
6850,4931,5
6850,2024,5
6850,19268,5
6850,852,5
6850,7705,5
6850,11348,5
6850,18480,5
6850,597,5
6850,1918,5
3460,243,5
3460,194,5
3460,2053,5
3460,3455,5
410,22754,5
410,1130,5
410,10998,5
410,973,5
410,16601,5
410,9087,5
410,10502,5
410,17895,5
410,1545,5
410,13489,5
410,6838,5
410,24286,5
9672,10519,1
9672,12414,3
9672,9945,3
9672,26282,5
9672,26134,3
9672,18359,1
9672,27084,4
9672,1790,4
9672,25749,1
9672,2172,1
9672,10548,2
9672,25444,1
9672,7615,5
9672,23128,1
9672,8579,3
9672,5981,4
9672,3200,1
9672,5056,3
9672,20849,5
9672,883,4
10261,1025,5
10261,14083,5
10261,26122,5
10261,2053,5
10261,20336,5
4957,7342,5
4957,8350,5
4957,2053,5
4957,2751,5
4957,5130,5
4957,19387,5
1312,4780,4
1312,8071,5
1312,6656,4
6742,19658,1
6742,11315,5
6742,9630,5
6742,236,5
6742,2053,5
6742,12985,5
6742,10514,4
6742,16429,1
6502,8922,5
6502,17257,5
6502,9829,5
6502,12464,5
3919,22647,5
3919,570,5
3919,697,2
3919,1184,5
3919,20465,5
3919,1884,5
3919,771,5
3919,2215,5
3919,22114,5
3919,9919,5
3919,21,5
3919,6176,5
294,982,5
294,1054,5
294,4141,5
294,9284,5
294,3943,5
294,245,5
1832,2053,4
1832,2199,5
1832,1799,5
10162,4019,5
10162,7462,5
10162,3052,5
10162,2053,4
10162,142,5
10162,7005,5
2126,22328,5
2126,5706,5
2126,577,3
2126,2421,4
9296,18229,5
9296,14805,5
9296,2172,5
9296,9441,5
9296,14770,5
9296,8737,4
9296,3204,5
5106,9295,5
5106,11104,5
5106,12880,3
5106,5260,3
5106,1283,2
5106,23927,5
5106,14646,5
5106,2225,5
5106,13475,1
5106,4556,3
5106,744,5
10264,4724,5
10264,10056,5
10264,3544,5
10264,8734,5
10264,15035,5
6053,26046,5
6053,584,5
6053,4872,5
6053,1086,5
6053,1297,5
6053,16365,5
9582,7850,3
9582,21716,3
9582,476,5
9582,17032,4
6199,4650,3
6199,1554,5
6199,2053,3
6199,4195,5
6199,14049,4
6589,2542,5
6589,7190,5
6589,7813,3
6589,15577,5
6589,17761,1
6589,389,1
6589,3070,4
6589,6855,3
6589,12789,5
367,2837,5
367,536,5
367,9210,5
367,2548,4
367,4104,5
10245,25409,5
10245,1668,5
10245,8278,5
10245,16423,5
10245,461,5
10245,1184,5
10245,117,5
10245,7712,5
724,12414,5
724,5176,5
724,1053,5
724,12314,5
724,13855,5
724,2711,5
724,7139,5
724,16088,5
11298,5832,2
11298,1101,5
11298,26223,5
11298,14224,5
5433,5290,4
5433,808,5
5433,20486,2
5433,7813,5
6020,21810,5
6020,4379,5
6020,8658,5
9730,27124,5
9730,25576,5
1976,7395,5
1976,4570,5
1976,3202,5
1976,2419,5
10404,23626,5
10404,17236,2
10404,12977,4
10404,3777,2
10404,6796,4
4805,1639,5
4805,3205,4
4805,9305,4
4805,14380,5
4805,2110,5
4805,17832,2
4805,12671,5
4805,15847,5
4805,5691,4
4805,28188,5
3671,536,5
3671,15029,5
3671,4485,2
8329,2581,5
8329,2053,5
8329,11847,5
8329,13828,5
8329,7235,5
9931,18647,5
9931,6149,5
9931,1535,5
9931,1925,5
7514,1183,5
7514,26263,2
7514,8581,5
7514,6941,4
7514,134,5
7514,15530,5
7514,11964,5
7514,27686,1
2463,17413,4
2463,14749,5
2463,78,5
2463,2053,3
2463,9945,5
2732,10879,5
2732,9227,4
2732,2055,5
2732,603,5
4764,15327,5
4764,1736,3
4764,14809,2
4764,13600,5
4764,2985,5
4764,13356,5
4764,494,5
4764,26148,5
4764,10641,5
4764,25663,5
4764,4116,5
4764,17115,5
4764,240,5
4764,724,5
4764,16282,5
4764,1503,5
4764,6832,5
4764,9597,5
4764,4754,5
4764,20687,5
4764,9747,5
4764,18909,5
4764,5878,5
756,13245,5
756,841,5
756,842,3
756,12332,5
756,2000,2
1313,415,5
1313,6012,5
1313,21628,5
1313,940,5
1313,18512,4
10687,12869,3
10687,16142,3
10687,1904,4
10687,23105,4
10687,5802,3
10687,26700,3
10687,15349,4
10687,3778,3
6665,3208,3
6665,6603,4
6665,15264,5
3712,19305,5
3712,13167,2
3712,25,4
3712,20363,3
3712,2711,5
232,2017,4
232,1718,5
232,12742,5
232,1559,5
7770,11507,3
7770,15543,5
7770,5602,5
7770,11272,5
3931,20009,4
3931,18505,5
3931,18187,4
314,8863,3
314,5567,5
314,18647,5
314,2053,5
314,1266,1
314,1677,5
314,1343,5
314,7593,5
314,3071,4
314,13818,5
314,9844,4
314,5663,5
314,19448,5
314,5186,5
314,6624,5
314,27320,1
314,17938,5
314,5709,5
314,23348,5
314,4725,5
314,17502,5
314,10879,5
314,5261,5
8318,7859,5
8318,3195,5
8318,25464,5
4806,7888,5
4806,54,5
4806,27125,5
4806,10458,5
4806,417,5
4806,4875,5
4806,1330,5
4806,22158,3
4806,13409,5
4806,6585,5
4806,9176,5
4806,2303,5
712,10318,5
712,2604,5
3698,21147,5
3698,2839,5
3698,5155,5
6031,243,4
6031,3918,2
6031,10931,4
2236,2066,5
2236,978,4
2236,5588,1
2236,21431,5
10335,3793,5
10335,1365,3
10335,3156,2
10335,26963,3
10335,9898,5
10335,5293,5
4940,21948,3
4940,12154,4
4940,3400,5
4940,607,5
4940,1190,5
4940,10523,4
4940,6041,5
9143,15321,4
9143,14367,5
5218,2657,5
195,4158,4
195,4872,5
195,9192,5
195,11441,5
195,24648,5
195,24281,4
4425,189,5
4425,5725,5
4425,2839,5
1761,3812,5
1761,805,5
1761,12977,4
1761,3712,2
10900,18026,5
10900,25,3
10900,14648,5
10900,4791,1
1065,18893,5
1065,13056,4
1065,16535,5
6866,3244,5
6866,23231,5
6866,10364,5
6866,10274,5
6866,165,5
558,12408,5
558,7084,5
558,1853,5
558,21,5
558,14938,5
558,7492,5
6376,1053,5
6376,2058,5
6376,6099,5
5751,2683,5
5751,431,5
5751,164,5
7965,1714,2
7965,10738,5
7965,3778,3
7965,3772,3
7965,3394,5
7965,25780,5
7965,20048,5
10983,12301,3
10983,9309,5
10983,3674,5
10983,28023,4
10983,2683,5
10983,1695,4
10094,24024,5
10094,2838,5
10094,11676,5
10094,17517,4
10094,3207,5
10094,168,5
10094,28214,5
10094,21427,4
10094,14608,4
10094,25933,5
10094,25352,4
5731,4875,5
5731,3018,5
5731,1040,5
5731,2294,5
5731,21357,5
5731,19505,5
5731,8841,5
10487,1932,5
10487,5708,5
10487,2744,5
10487,14184,5
10487,599,5
4881,18158,5
4881,1135,5
6855,11222,4
6855,2159,5
6855,4545,5
1431,14879,3
1431,5875,4
1431,2942,5
1431,20729,4
1431,13388,5
1431,456,5
1431,3324,1
1431,1235,4
1431,25700,5
1431,7944,5
1431,1656,4
1431,22879,5
1431,598,4
1431,1756,5
1431,19780,5
1431,1813,5
1431,413,5
1431,2388,4
1431,1481,5
1431,2474,3
1431,1410,5
1431,6817,2
1431,1517,4
1431,10912,4
1431,6423,5
1431,1193,5
1431,127,4
4225,6134,5
4225,274,4
10555,7303,1
10555,4697,3
10555,4376,2
10555,2847,5
2462,5101,5
2462,20483,5
2462,852,5
3041,7740,5
3041,2847,5
3041,440,5
2172,4591,2
2172,9714,1
2172,28681,2
1280,189,5
1280,15370,5
1280,12538,5
1280,6115,5
1280,6878,5
1280,2112,5
1280,1556,5
1280,7034,5
1280,1918,5
2716,21506,5
2716,18302,5
2716,3053,4
2716,20658,5
2716,16761,5
2716,21589,5
2716,6349,5
2716,9046,5
2716,18563,5
2716,21087,5
2716,9238,5
2716,8083,5
2716,16714,5
2716,24486,5
2716,12513,5
2716,8300,5
2716,22094,5
2716,12590,4
2716,28513,5
2716,26847,5
2716,17945,5
2716,11718,5
2716,9145,5
2716,3933,5
2716,7315,5
2716,7886,5
2716,7429,5
2716,4503,5
2716,8424,5
2716,10292,5
2716,4558,5
2716,15308,5
2716,623,5
2716,23585,5
2716,10483,5
2716,16576,5
2716,4465,5
2716,26117,5
2716,20016,5
2716,21098,5
2716,16676,5
2716,27486,5
2716,2760,5
2716,19268,5
2716,6567,5
2716,24557,5
2716,26654,5
2716,7326,5
2716,10946,5
2716,10800,5
2716,20143,5
2716,13516,5
2716,13613,5
2716,25839,5
2716,6632,5
2716,1621,5
2716,22382,5
2716,18594,5
2716,27581,5
2716,17592,5
2716,603,5
2716,12586,5
2716,23441,5
2716,8460,5
2716,8303,5
2716,3100,5
2716,28140,5
2716,19343,5
2716,25946,5
2716,7499,5
2716,13452,5
2716,5588,5
3012,6757,5
3012,24269,5
3012,4383,5
3012,5429,5
3012,1139,5
3012,10214,5
10570,11980,4
10570,7377,4
10570,8018,4
10570,13770,5
5545,19560,4
5545,3056,3
5545,8469,4
5545,7010,5
5285,14524,5
5285,3551,4
5285,3618,2
8714,13524,4
8714,1760,5
8714,2254,3
8714,3056,5
8714,7879,5
8714,6355,5
8714,6900,1
8714,5056,3
8714,115,4
8714,9490,3
8714,10627,5
8714,3494,1
8714,2563,5
8714,13656,1
8714,6343,4
8714,22,3
8714,18537,5
8714,13405,3
8714,1269,5
8714,10608,4
8714,2126,3
8714,7178,3
8714,26421,5
8714,14387,4
8714,744,5
8714,1552,4
8714,13056,5
3502,4161,5
3502,2515,5
3502,1237,5
3502,21475,5
3502,101,5
3502,1842,5
3502,7341,3
3502,21001,3
3502,14163,5
3502,307,5
3502,7638,5
306,12786,5
306,11015,4
306,10214,5
306,4726,5
6972,9308,5
6972,11170,5
6972,6383,5
6972,2028,5
5401,7797,3
5401,12844,5
5401,27907,4
5401,6689,5
10924,12190,4
10924,3444,5
10924,1211,4
10924,20236,5
6406,20946,5
6406,9455,5
6406,13926,5
6406,18365,3
6406,13435,5
6406,16218,5
6406,25820,3
6406,3739,4
6406,284,5
6406,6295,3
6406,3772,5
6406,5160,4
6406,20049,4
6406,4914,4
6406,10738,2
6406,386,2
8310,12895,5
8310,18146,5
8310,22,5
8310,7553,5
8310,2731,1
8310,4260,5
8310,19929,5
8310,9988,5
11317,27978,4
11317,2865,5
11317,19095,5
11317,663,4
11317,21593,5
11317,23451,4
11317,17464,4
11317,21285,5
11317,24503,5
11317,3112,5
11317,8637,4
11317,10465,5
11317,14377,3
11317,6460,5
11317,2697,4
11317,1042,5
11317,19068,5
11317,19900,5
11317,83,4
11317,507,5
11317,770,5
11317,10785,5
11317,22633,4
11317,3327,4
11317,4642,5
11317,15252,4
11317,20620,5
11317,7911,5
11317,1323,5
11317,2183,5
11317,12276,4
11317,22270,3
11317,8785,4
11317,11695,5
11317,13262,5
11317,11148,4
11317,1252,5
3084,1509,2
3084,805,4
3084,189,4
3084,11596,5
3084,2482,5
